	5QBDM2ESPNATXXX0494	5QBDM2ESPPOOBXX0490	BR5r-M2-ESP-POO-B-XX-1621	BR5rM2ESPNATXXX1625	MvvQ-M2-ESP-POO-A-XX-1616	MvvQM2ESPNATXXX1620	TZEpM2ESPNATXXX0504	TZEpM2ESPPOOAXX0500
Microbacterium.oxydans	5889	3614	12853	6399	5868	4866	2295	3943
Microbacterium.hydrocarbonoxydans	3473	2062	7104	3289	3125	2827	1204	2365
Microbacterium.schleiferi	3101	1770	6139	3046	2831	2550	1194	2034
Microbacterium.binotii	2573	1485	5243	2665	2363	2231	876	1567
Microbacterium.fandaimingii	1675	1144	4021	1838	1748	1511	681	1160
Microbacterium.chengjingii	1276	844	2929	1294	1324	979	455	815
Microbacterium.amylolyticum	1282	1010	3109	1380	1501	1119	493	1067
Microbacterium.endophyticum	805	571	1871	821	840	669	335	647
Microbacterium.paludicola	2655	1808	4928	2540	2201	2039	820	3520
Microbacterium.paraoxydans	3914	2700	8618	4079	3863	3345	1452	3362
Agromyces.sp..H17E.10	12973	6375	21209	10071	9001	8210	3458	6623
Agromyces.sp..LHK192	11021	5320	18887	9606	8394	7446	3104	6039
Agromyces.sp..CFWR.12	10182	5117	17578	8809	7590	6920	2957	6021
Agromyces.flavus	18380	5864	19864	10069	8830	7835	3459	6399
Agromyces.marinus	11814	4344	14960	7926	6646	5819	2523	4869
Agromyces.aureus	11164	5328	18136	8863	7986	7075	2929	5521
Agromyces.soli	11412	5887	20531	10436	9384	8452	3674	6328
Agromyces.badenianii	8778	4099	12896	5978	5332	4454	2005	3786
Agromyces.protaetiae	8029	4245	14820	7378	6658	5874	2456	4519
Agromyces.laixinhei	7377	3454	11138	5378	4750	4254	1848	3308
Agromyces.archimandritae	7318	4011	14257	7472	6581	5467	2563	4223
Agromyces.intestinalis	9114	4624	15779	8046	7275	6190	2859	5388
Curtobacterium.sp..L6.1	5095	3106	11479	6454	5337	4693	2127	3368
Curtobacterium.sp..BH.2.1.1	5045	3335	11011	6249	5208	4717	2191	3596
Curtobacterium.sp..MR_MD2014	4760	3726	9824	5407	4492	4122	1907	4185
Curtobacterium.sp..YC1	4369	2955	9812	5395	4406	4088	1806	3025
Curtobacterium.sp..TC1	4010	2581	9071	4808	4010	3492	1769	2752
Curtobacterium.sp..24E2	3725	2417	8597	4441	3963	3418	1592	2595
Curtobacterium.sp..SGAir0471	3728	2883	8367	4579	3957	3445	1638	3026
Curtobacterium.sp..TXMA1	3569	2611	7832	4466	3680	3399	1601	2879
Curtobacterium.sp..C1	3412	2641	7270	3777	3306	2956	1719	2450
Curtobacterium.sp..Csp2	2873	1965	6175	3648	2906	2665	1601	2388
Curtobacterium.sp..Csp1	3165	0	8086	4377	3788	2969	0	0
Curtobacterium.flaccumfaciens	9066	5772	20793	11113	9797	8375	3699	5982
Curtobacterium.luteum	5306	3203	11469	6255	5448	4925	2137	3352
Rathayibacter.sp..VKM.Ac.2759	6892	4315	15478	8641	7403	6529	2881	4446
Rathayibacter.sp..VKM.Ac.2760	7160	4236	16493	8853	7637	6860	2856	4450
Rathayibacter.sp..VKM.Ac.2804	6106	3691	13695	7329	6547	5806	2555	3840
Rathayibacter.sp..VKM.Ac.2801	3990	2387	8882	4877	4239	3670	1568	2549
Rathayibacter.sp..VKM.Ac.2762	3436	2006	7763	4103	3691	3174	1416	2217
Rathayibacter.sp..VKM.Ac.2805	3077	1877	6946	3741	3160	2867	1336	1835
Rathayibacter.festucae	11160	6450	24044	12950	11439	10241	4487	6758
Rathayibacter.tanaceti	4017	2306	8590	4746	4113	3545	1471	2437
Rathayibacter.tritici	2643	1590	5672	3189	2801	2392	993	1724
Rathayibacter.rathayi	2266	1320	5175	2555	2400	2108	965	1366
Rathayibacter.iranicus	2035	1353	4983	2581	2362	1974	885	1324
Rathayibacter.toxicus	611	468	1612	769	766	593	268	477
Agrococcus.sp..SCSIO52902	13292	6268	18375	9360	8402	7119	3265	7504
Agrococcus.sp..SGAir0287	7414	4375	16784	8824	7728	6821	3249	5226
Agrococcus.sp..Marseille.Q4369	7330	5165	16083	7914	7268	6184	2875	6496
Agrococcus.jejuensis	7972	4943	18311	9555	8671	7557	3358	5575
Agrococcus.carbonis	8596	5708	17788	9031	8149	6811	3238	6715
Clavibacter.michiganensis	42291	31163	103669	57411	52300	43568	21678	33983
Clavibacter.zhangzhiyongii	4349	2770	10273	5901	4932	4553	1968	2847
Clavibacter.sp..A6099	2832	1564	6476	3473	3089	2627	1029	1718
Leifsonia.sp..ZF2019	6581	3997	13759	7345	6542	5987	2567	4120
Leifsonia.sp..PS1209	6054	3722	12850	7179	6024	5545	2464	3690
Leifsonia.sp..21MFCrub1.1	10422	6235	22651	12273	10409	10223	4602	6550
Leifsonia.shinshuensis	8279	5011	18533	9620	8508	7659	3510	5261
Leifsonia.xyli	4451	2577	9628	5041	4523	3924	1812	2820
Leucobacter.sp..H25R.14	4107	2570	9548	4696	4346	3700	1646	2699
Leucobacter.sp..NB.10	4019	2744	9950	4773	4733	3810	1757	3180
Leucobacter.sp..Psy1	2605	1890	6811	3213	3196	2457	1182	2260
Leucobacter.sp..CX169	2686	1787	6516	3067	3082	2495	1189	1927
Leucobacter.sp..H21R.36	3929	2528	9270	4456	4690	3511	1460	2509
Leucobacter.sp..H21R.40	3585	2252	8500	4220	3908	3279	1536	2295
Leucobacter.muris	4952	3286	12015	5914	5535	4688	2128	3327
Leucobacter.triazinivorans	5022	3782	12997	6139	6032	5019	2211	3920
Leucobacter.luti	1365	883	3339	1466	1556	1175	506	939
Leucobacter.viscericola	913	600	2336	1068	1069	836	378	714
Leucobacter.insecticola	870	638	2266	995	1097	826	363	631
Leucobacter.coleopterorum	618	441	1609	700	802	544	244	411
Leucobacter.denitrificans	595	522	1635	676	780	585	292	465
Protaetiibacter.intestinalis	7220	4232	15029	8003	6810	6566	2717	5135
Protaetiibacter.sp..SSC.01	7121	4266	14568	7941	6585	6420	2611	6201
Protaetiibacter.larvae	5118	3031	10502	5820	4849	4564	1949	3543
Salinibacterium.sp..ZJ450	4479	2576	9337	4980	4327	3654	1594	2747
Salinibacterium.sp..ZJ70	4043	2385	8250	4406	3808	3435	1424	2827
Salinibacterium.sp..dk2585	2925	1964	6737	3356	3037	2618	1095	2450
Salinibacterium.sp..UTAS2018	909	618	2056	981	952	847	339	678
Salinibacterium.sp..M195	621	495	1667	765	691	596	270	470
Salinibacterium.hongtaonis	1339	832	2964	1490	1352	1132	487	971
Cryobacterium.sp..LW097	3802	2174	7927	4407	3567	3206	1407	2377
Cryobacterium.sp..PAMC25264	2531	1467	5738	3001	2638	2365	1005	1560
Cryobacterium.soli	3561	2067	7746	4242	3684	3134	1286	2226
Cryobacterium.arcticum	3273	2113	7734	3825	3314	2933	1267	2043
Frondihabitans.sp..PAMC.28766	5229	3384	12199	6238	5924	4940	2244	3455
Frondihabitans.sp..762G35	5155	3131	11222	6239	5202	4760	2103	3269
Microterricola.viridarii	10808	6452	22986	12260	10409	9065	4052	6666
Plantibacter.sp..M259	3168	1831	6601	3434	3035	2695	1111	1826
Plantibacter.sp..PA.3.X8	3060	1928	6713	3555	3152	2852	1255	1999
Plantibacter.flavus	3371	2013	7732	3926	3391	2976	1297	2156
Microcella.flavibacter	7261	4132	14634	8449	6953	6424	2797	4595
Microcella.alkaliphila	3410	2018	7032	3981	3220	3009	1268	2260
Herbiconiux.sp..SALV.R1	7271	4127	15119	8163	6875	6288	2679	4371
Cnuibacter.physcomitrellae	7189	4414	15661	8297	7287	6470	2975	4483
Frigoribacterium.sp..NBH87	7348	4484	16079	9140	7474	6873	2944	5043
Mycetocola.sp..JXN.3	2245	1338	5002	2481	2352	1847	816	1484
Mycetocola.zhujimingii	2060	1198	4144	2176	1918	1620	753	1228
Mycetocola.spongiae	1737	1104	3980	2035	1967	1532	681	1125
Amnibacterium.sp..L3.i23	5778	3187	11351	6665	5164	5055	2287	3784
Gryllotalpicola.protaetiae	5439	3591	12984	6679	6121	5305	2315	3700
Subtercola.sp..AK.R2A1.2	3045	1897	6914	3473	3289	2565	1167	1907
Subtercola.sp..PAMC28395	1688	1153	4096	1930	1869	1508	678	1198
Chryseoglobus.sp..28M.23	2526	1559	5627	2735	2652	2241	925	1661
Chryseoglobus.indicus	2438	1487	5639	2988	2492	2166	1016	1742
Humibacter.sp..WJ7.1	4981	3132	10894	5505	5240	4438	1982	3258
Diaminobutyricimonas.sp..LJ205	3762	1998	7570	4156	3476	3033	1379	2435
Marisediminicola.antarctica	3587	2292	7776	4351	3728	3334	1509	2307
Gulosibacter.sediminis	3829	2606	9622	4589	4570	3623	1697	2552
Agreia.sp..COWG	2804	1805	6294	3311	2833	2602	1038	1899
Glaciihabitans.sp..INWT7	2652	1681	5841	2989	2678	2372	942	1674
Rhodoluna.limnophila	157	144	506	174	235	136	0	162
Candidatus.Rhodoluna.planktonica	107	0	241	0	110	0	0	0
Aquiluna.borgnonia	217	177	575	187	238	146	0	168
Pseudoclavibacter.sp..Marseille.Q3772	557	444	1490	590	639	494	292	424
Aurantimicrobium.photophilum	196	152	444	228	201	174	0	166
Pontimonas.salivibrio	229	195	574	253	281	173	110	170
Arthrobacter.sp..QXT.31	11726	12262	34821	13635	9819	20864	8846	12170
Arthrobacter.sp..QL17	5430	3176	11625	6614	5277	4491	2139	3446
Arthrobacter.sp..FW305.BF8	5505	3808	14263	8447	5799	9460	4685	3744
Arthrobacter.sp..PGP41	5472	2559	8968	6973	3443	3512	1380	2916
Arthrobacter.sp..PM3	4519	2690	10143	5574	4270	3858	1737	2679
Arthrobacter.sp..NicSoilB8	4494	2720	10009	5398	4441	3939	1846	2809
Arthrobacter.sp..NicSoilC5	5169	2818	9603	6605	3917	3988	1552	2952
Arthrobacter.sp..24S4.2	4049	2482	9593	5086	4028	3430	1615	2588
Arthrobacter.sp..U41	4027	2350	9236	5089	3953	3393	1470	2530
Arthrobacter.sp..UKPF54.2	4212	2578	9594	5588	4243	3772	1658	2738
Arthrobacter.sp..PAMC25564	3788	2307	8834	4548	3838	3253	1421	2393
Arthrobacter.sp..KBS0702	3963	2485	9131	5060	4095	3459	1591	2421
Arthrobacter.sp..FB24	3838	2274	8845	4853	3698	3420	1443	2495
Arthrobacter.sp..NicSoilB4	3685	2275	8685	4602	3708	3160	1530	2407
Arthrobacter.sp..ERGS1.01	3320	2096	7966	3745	3484	2889	1338	2031
Arthrobacter.sp..Helios	2592	1595	5571	2808	2468	2120	992	1624
Arthrobacter.sp..FW306.2.2C.D06B	2541	1846	7301	2975	2887	2274	1108	1820
Arthrobacter.sp..PAMC25284	2617	1757	6536	3385	2989	2452	993	1917
Arthrobacter.sp..zg.Y462	2164	1266	4504	2474	1869	1632	760	1380
Arthrobacter.sp..zg.Y809	2085	1273	4387	2280	1855	1667	706	1295
Arthrobacter.sp..PAMC.25486	1741	1135	4029	1999	1853	1467	664	1172
Arthrobacter.sp..StoSoilB20	1714	1117	4292	2108	1709	1369	582	1117
Arthrobacter.sp..StoSoilB5	1702	1211	4681	2047	1949	1417	697	1207
Arthrobacter.sp..NtRootA1	1620	1084	4816	1974	1859	1579	724	1132
Arthrobacter.sp..D5.1	1703	1118	3939	1948	1704	1374	675	1147
Arthrobacter.sp..YN	1470	887	3237	1797	1343	1174	482	919
Arthrobacter.sp..FW306.06.A	3092	1676	6129	4353	2515	2652	958	1812
Arthrobacter.sp..NicSoilB11	3299	1624	5931	3879	2478	2665	1039	1668
Arthrobacter.sp..C1.1	623	389	1506	715	698	512	272	447
Arthrobacter.sp..FW306.07.I	3354	1619	6830	3911	2714	2481	1130	1978
Arthrobacter.sp..StoSoilB19	2712	1416	5776	3377	2473	2362	1018	1625
Arthrobacter.sp..StoSoilB13	1250	861	4020	1373	1343	1069	460	909
Arthrobacter.sp..StoSoilA2	1189	912	3721	1580	1266	983	488	899
Arthrobacter.sp..FW306.05.C	2686	1491	5565	3437	2553	2247	818	1697
Arthrobacter.crystallopoietes	11091	5954	18191	9752	7064	9832	4454	6803
Arthrobacter.agilis	7961	4600	16648	9537	7630	6843	3189	4908
Arthrobacter.sulfonylureivorans	4706	2618	8735	4335	3674	3240	1411	2566
Arthrobacter.woluwensis	3689	2273	8707	4467	3935	3164	1546	2579
Arthrobacter.dokdonellae	3098	1964	7225	3673	3344	2738	1280	2018
Arthrobacter.jiangjiafuii	2742	1695	5745	3165	2818	2212	1035	1854
Arthrobacter.alpinus	5031	3009	9078	5347	4813	3835	1673	3018
Arthrobacter.sunyaminii	1932	1197	4148	2165	2035	1584	743	1219
Kocuria.turfanensis	46625	12394	21878	93375	9447	16555	4870	17377
Kocuria.rosea	23156	10202	23165	26161	10006	12433	4585	9466
Kocuria.flava	16035	7852	21583	17955	9371	9606	3942	7752
Kocuria.palustris	4383	2872	10382	5047	4659	4035	1794	2751
Kocuria.rhizophila	6487	3669	14335	8344	6908	5382	2475	3802
Kocuria.varians	3516	2082	7728	4291	3395	2925	1447	2328
Kocuria.sp..TGY1127_2	718	542	1872	826	906	690	327	574
Kocuria.sp..KD4	1344	837	2864	1390	1248	1129	501	800
Kocuria.sp..BT304	1486	827	3485	1561	1469	1388	631	809
Kocuria.indica	1268	814	2738	1401	1295	1031	502	847
Pseudarthrobacter.sp..L1SW	5391	2299	8331	7087	3257	3489	1317	2615
Pseudarthrobacter.sp..BIM.B.2242	3572	1989	7411	4522	2921	2810	1099	2042
Pseudarthrobacter.sp..NBSH8	1993	1220	4318	2587	1939	1620	623	1204
Pseudarthrobacter.sp..NIBRBAC000502772	2555	1541	5950	3106	2602	2087	924	1561
Pseudarthrobacter.sp..SSS035	2405	1554	5471	3041	2185	2107	869	1455
Pseudarthrobacter.sp..NIBRBAC000502770	2667	1424	4914	3077	2178	2115	923	1541
Pseudarthrobacter.sp..NIBRBAC000502771	2689	1715	6018	3679	2540	2398	1109	1845
Pseudarthrobacter.phenanthrenivorans	6675	2707	9479	9460	3931	4095	1499	3283
Pseudarthrobacter.chlorophenolicus	4335	2389	7847	5416	3018	3291	1205	2300
Pseudarthrobacter.equi	4082	1983	7408	5248	2747	2988	1156	2272
Pseudarthrobacter.psychrotolerans	2485	1404	5814	3115	2514	2214	858	1544
Pseudarthrobacter.sulfonivorans	2839	1530	5802	3686	2683	2285	978	1525
Micrococcus.luteus	17591	11969	43727	23050	21218	16828	7730	12229
Micrococcus.sp..KD337.16	4468	2864	10772	5631	5276	4251	2001	3130
Micrococcus.sp..KBS0714	996	0	2144	1179	1052	913	0	0
Sinomonas.atrocyanea	8533	5416	22491	10239	11220	7508	3570	6639
Sinomonas.sp..R1AF57	7022	4580	19086	8251	9815	6070	2831	5679
Glutamicibacter.protophormiae	3182	2143	7474	3536	3593	2818	1331	2356
Glutamicibacter.creatinolyticus	2611	1609	5897	2876	2661	2236	984	1764
Glutamicibacter.halophytocola	1219	761	2995	1296	1286	1015	486	946
Glutamicibacter.mishrai	838	670	2253	953	975	768	333	907
Glutamicibacter.arilaitensis	787	571	2026	880	947	678	347	573
Glutamicibacter.nicotianae	1960	1462	4885	2276	2352	1646	1046	2226
Glutamicibacter.sp..ZJUTW	925	505	1912	937	771	713	0	797
Rothia.kristinae	5434	3642	12921	6483	5985	4844	2220	3775
Rothia.mucilaginosa	1174	789	3129	1478	1333	1034	526	815
Rothia.nasimurium	638	513	1598	740	795	540	285	482
Rothia.aeria	464	357	1328	545	658	439	199	370
Rothia.dentocariosa	329	292	946	375	414	307	0	292
Rothia.terrae	207	177	588	225	282	201	0	176
Rothia.sp..ZJ932	115	0	388	152	165	0	0	127
Paenarthrobacter.ureafaciens	3507	2746	10176	4744	4773	3285	1479	3528
Paenarthrobacter.aurescens	2026	1498	5867	2612	2572	2002	940	1539
Paenarthrobacter.sp..YJN.5	1619	1040	4188	1767	2013	1651	1009	1370
Paenarthrobacter.sp..YJN.D	1031	624	2323	1206	956	818	347	606
Paenarthrobacter.nicotinovorans	761	496	1958	965	865	724	287	535
Citricoccus.sp..SGAir0253	7221	4331	16294	8271	7475	6427	3270	4921
Nesterenkonia.sp..NBAIMH1	1806	1177	4374	1972	2045	1555	733	1297
Paeniglutamicibacter.sp..Y32M11	1076	751	2651	1250	1169	979	422	775
Psychromicrobium.lacuslunae	678	464	1724	759	842	615	284	482
Auritidibacter.sp..NML130574	508	363	1227	524	534	368	208	394
Neomicrococcus.aestuarii	576	499	1640	718	721	532	295	535
Renibacterium.salmoninarum	374	281	934	344	491	303	132	243
Cellulomonas.sp..Y8	15675	8889	30359	18982	13649	13805	5964	14973
Cellulomonas.sp..H30R.01	14020	7510	27068	17361	12727	11856	5491	8544
Cellulomonas.sp..JZ18	13931	7454	25949	18876	12214	12809	5330	9258
Cellulomonas.sp..C5510	12576	6938	24295	16448	11357	10961	4968	8245
Cellulomonas.sp..zg.ZUI188	11055	5729	20423	13566	9469	9260	3967	6406
Cellulomonas.sp..zg.ZUI222	10793	5578	20840	13384	9521	8895	3923	6402
Cellulomonas.sp..zg.ZUI157	9857	5357	19917	12876	9149	8862	3827	6005
Cellulomonas.sp..EW123	10399	5578	20383	13270	9799	9192	3931	5997
Cellulomonas.sp..PSBB021	10592	5686	20812	13680	9723	9318	4366	6897
Cellulomonas.fimi	17434	9168	34758	21231	16176	14565	6605	10397
Cellulomonas.shaoxiangyii	12033	6552	23109	16087	11049	10825	4737	7700
Cellulomonas.iranensis	11816	6641	24103	15472	11542	10812	4792	7672
Cellulomonas.flavigena	10537	5547	21030	13217	9560	9280	4078	6592
Cellulomonas.gilvus	9233	5278	18481	11867	8580	8178	3724	5556
Cellulomonas.taurus	7175	3853	14541	8764	6600	6053	2614	4458
Actinotalea.sp..JY.7876	14557	6783	23862	17604	10896	11021	5023	8441
Oerskovia.sp..KBS0722	9701	4824	17696	10490	8440	7649	3385	5894
Pseudactinotalea.sp..HY158	6236	3640	13984	7301	6652	5541	2527	3923
Paraoerskovia.marina	5813	3006	11498	6541	5437	4666	2092	3453
Cellulosimicrobium.cellulans	44089	19189	66742	38659	30026	29694	12003	34694
Cellulosimicrobium.sp..BI34T	13153	5608	20246	11513	9093	9019	3579	9802
Cellulosimicrobium.sp..JZ28	5917	3415	9836	5885	4639	4409	1794	4205
Cellulosimicrobium.sp..72.3	4485	2442	8230	4873	4220	3479	1574	3275
Cellulosimicrobium.sp..TH.20	4282	2204	7343	4221	3787	3312	1296	3503
Isoptericola.variabilis	43569	10652	36407	22585	20875	11303	5093	12107
Isoptericola.dokdonensis	13859	6221	23290	13230	11146	9069	3985	8478
Xylanimonas.protaetiae	11691	5974	22200	12595	10488	9067	4006	6435
Xylanimonas.cellulosilytica	9818	5003	18227	10182	8707	7463	3496	5678
Xylanimonas.allomyrinae	9300	4806	17799	9721	8300	7026	3052	5184
Janibacter.melonis	9846	5934	21594	11978	9882	9033	4364	6158
Janibacter.limosus	6057	3597	13294	7246	6117	5172	2536	3869
Janibacter.indicus	6904	4014	14904	8141	6995	6219	2958	4345
Janibacter.sp..YB324	4512	2762	10668	5834	4675	4108	1914	2876
Phycicoccus.sp..HDW14	12963	7293	27335	15841	12095	11549	5541	7429
Phycicoccus.endophyticus	10031	5608	21723	12148	10114	9134	4485	6088
Intrasporangium.calvum	20133	6164	22309	11619	10358	8914	4669	6372
Pedococcus.dokdonensis	10588	6094	22404	11907	9488	8905	4697	6232
Arsenicicoccus.sp..oral.taxon.190	9006	5270	19621	11040	9146	8268	3824	5477
Tetrasphaera.sp..HKS02	8315	4996	18368	9228	7851	7106	4007	4894
Ornithinimicrobium.avium	14865	6063	21031	11555	9911	8598	4238	6667
Ornithinimicrobium.flavum	10743	4719	16862	9526	8116	6837	3310	5215
Ornithinimicrobium.sp..HY006	9681	4524	16218	9360	7098	6720	3151	5153
Ornithinimicrobium.sp..INDO.MA30.4	936	600	2264	1008	1026	788	398	708
Ornithinimicrobium.pratense	6411	3007	11407	6120	5222	4510	2086	3424
Ornithinimicrobium.ciconiae	5693	3056	11521	5850	5323	4333	2115	3441
Serinicoccus.chungangensis	9295	4729	17229	9517	7892	6907	3335	5208
Serinicoccus.hydrothermalis	9335	4474	16767	9464	7960	6786	3259	4849
Serinicoccus.profundi	7780	4005	14485	7750	6690	5866	2723	4158
Serinicoccus.marinus	8027	3855	14396	7777	6666	6111	2770	4314
Georgenia.sp..TF02.10	14903	6778	25693	14556	11788	10739	5244	8139
Georgenia.yuyongxinii	13045	5810	22098	12300	10215	9408	4690	6771
Georgenia.wutianyii	11000	6956	22321	12426	9909	9368	4127	9478
Georgenia.faecalis	10348	5354	19610	11863	9094	8456	3949	6329
Brachybacterium.sp..SGAir0954	6415	4204	15210	8055	7343	5966	2698	4308
Brachybacterium.sp..CBA3105	6217	4331	15494	7778	7159	5907	2768	4241
Brachybacterium.sp..P6.10.X1	5289	3618	13274	6297	6050	4741	2208	3544
Brachybacterium.saurashtrense	5748	4037	14104	6926	6417	5472	2355	4219
Brachybacterium.ginsengisoli	5509	3920	14103	6829	6161	5031	2220	3885
Brachybacterium.faecium	5374	3859	13640	6553	6036	4939	2312	3857
Brachybacterium.vulturis	4231	2900	10647	5080	4731	3767	1719	2934
Brachybacterium.avium	3762	2476	8916	4284	4135	3167	1500	2440
Dermabacter.vaginalis	1351	1271	4179	1778	1979	1289	758	1240
Dermabacter.jinjuensis	1416	1271	4540	1902	2178	1565	817	1278
Devriesea.agamarum	555	356	1389	584	630	431	224	392
Brevibacterium.sp..CS2	5734	3821	14377	7246	6882	5735	2720	3980
Brevibacterium.sp..SMBL_HHYL_HB1	2444	1657	6127	2942	2819	2067	987	1817
Brevibacterium.sp..HY170	1205	679	2782	1293	1264	1012	415	814
Brevibacterium.sp...Marine.	1496	1390	3884	1688	1507	1289	560	985
Brevibacterium.sp..W7.2	3801	2105	9479	4541	4576	3368	1708	2484
Brevibacterium.casei	8130	4931	19772	9763	9429	7769	3504	5506
Brevibacterium.luteolum	3245	2225	8184	4001	3826	3093	1482	2506
Brevibacterium.linens	3777	7199	12592	4393	4641	3364	1575	3333
Brevibacterium.atlanticum	2058	1284	4929	2269	2310	1759	811	1228
Brevibacterium.aurantiacum	2487	1630	6744	2908	3033	2119	990	1876
Brevibacterium.oceani	1900	1194	4757	2312	2212	1783	789	1277
Brevibacterium.sandarakinum	1709	1009	4085	1811	1886	1444	726	1137
Brevibacterium.limosum	1499	1243	4269	1957	1975	1470	729	1131
Brevibacterium.siliguriense	1186	1091	3074	1422	1411	1122	473	752
Brevibacterium.pigmentatum	1301	3536	4055	1666	1471	1151	611	1028
Haloactinobacterium.kanbiaonis	10084	5556	21149	11001	9652	8200	3585	5780
Ruania.sp..LR1S40	5902	3347	12653	6668	5867	4863	2277	3640
Ruania.sp..M4N3S171	3227	1814	6954	3470	3150	2614	1194	2087
Ruania.zhangjianzhongii	5920	3162	12455	6124	5680	4574	1927	3624
Ruania.alkalisoli	4011	2302	8659	4501	3943	3249	1438	2587
Dermacoccus.nishinomiyaensis	6047	3880	14194	7692	6295	5643	2979	3906
Dermacoccus.sp..PAMC28757	3950	2740	9311	5031	4215	3650	1815	2580
Luteipulveratus.mongoliensis	6997	4081	15191	7708	6852	5954	2758	3980
Allobranchiibius.sp..GilTou73	5686	3406	12503	6985	5645	5357	2623	3524
Yimella.sp..cx.51	3356	2052	7593	3924	3496	2964	1469	2184
Pengzhenrongella.sicca	12651	6595	24443	16608	11238	11016	4944	7118
Luteimicrobium.xylanilyticum	9927	5605	21487	11839	10238	8954	4015	6229
Beutenbergia.cavernae	11797	6542	24951	13760	11679	10188	4790	7009
Miniimonas.sp..S16	9938	6245	22075	12194	10351	9195	4408	6301
Sanguibacter.keddieii	8683	4574	17504	10385	8226	7530	3342	5191
Sanguibacter.sp..HDW7	7115	4276	15610	8806	7369	6355	3004	4400
Kytococcus.sedentarius	6887	4471	15518	8760	6495	5937	3280	4114
Gephyromycinifex.aptenodytis	2437	1493	5807	2827	2710	2375	1059	1616
Austwickia.chelonae	1801	1182	4395	1981	2004	1629	811	1227
Dermatophilus.congolensis	430	309	1106	520	561	382	196	327
Demequina.sp..TMPB413	1634	1139	4132	2021	1949	1505	708	1289
Jonesia.denitrificans	299	263	867	337	357	242	126	262
Nonomuraea.gerenzanensis	306457	70945	132294	58263	43539	31656	10680	21432
Nonomuraea.sp..ATCC.55076	285087	68371	130630	59857	44466	35315	12199	22415
Nonomuraea.nitratireducens	235586	69523	132359	49784	44603	30721	10352	21423
Nonomuraea.coxensis	218375	59297	124140	48149	40115	28809	9728	20972
Streptosporangium.roseum	88516	17412	58778	29149	25037	24864	8111	17390
Streptosporangium.sp...caverna.	55827	16985	53096	23945	21657	19173	7227	13525
Thermobispora.bispora	18292	8126	32204	14962	14326	11825	5498	8633
Actinomadura.sp..WMMB.499	434348	16267	65414	30988	24119	21874	8167	19125
Actinomadura.sp..NAK00032	74096	16339	72728	34321	26856	26239	9284	22510
Actinomadura.sp..WMMA1423	55553	14158	62725	29934	23379	22317	8306	18784
Actinomadura.verrucosospora	74087	17420	77382	37904	29245	28206	10621	21062
Actinomadura.madurae	70446	18252	79380	36912	29425	25866	9531	21515
Actinomadura.graeca	46941	12942	58030	27957	21494	20996	7518	15092
Thermomonospora.amylolytica	31818	14139	63532	32872	22196	23676	8113	15438
Thermomonospora.curvata	17510	8509	38149	18848	14028	14054	4857	9840
Nocardiopsis.sp..MT53	16421	7595	30570	15347	13787	11307	4894	8745
